Ticker,Name,Sector,Industry,Market Cap
PAL,"Proficient Auto Logistics, Inc.",Industrials,Integrated Freight & Logistics,266243536
HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,265471360
BEAGU,Bold Eagle Acquisition Corp.,Financial Services,Shell Companies,N/A
GMGI,"Golden Matrix Group, Inc.",Communication Services,Electronic Gaming & Multimedia,264948144
IMMP,Immutep Limited,Healthcare,Biotechnology,264917408
LIEN,"Chicago Atlantic BDC, Inc.",Financial Services,Asset Management,264830736
LSEA,Landsea Homes Corporation,Real Estate,Real Estate - Development,264484592
ENGN,enGene Holdings Inc.,Healthcare,Biotechnology,261515088
JOUT,Johnson Outdoors Inc.,Consumer Cyclical,Leisure,260714208
LILA,Liberty Latin America Ltd.,Communication Services,Telecom Services,1343298688
TSVT,"2seventy bio, Inc.",Healthcare,Biotechnology,258883008
PCYO,Pure Cycle Corporation,Utilities,Utilities - Regulated Water,258585904
CEPO,"Cantor Equity Partners I, Inc.",Financial Services,Shell Companies,207665008
BRY,Berry Corporation,Energy,Oil & Gas E&P,257901440
ASUR,"Asure Software, Inc.",Technology,Software - Application,257114624
DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,256135984
RR,Richtech Robotics Inc.,Industrials,Specialty Industrial Machinery,256488960
FHTX,Foghorn Therapeutics Inc.,Healthcare,Biotechnology,255816112
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Financial Services,Banks - Regional,255771440
DRUG,Bright Minds Biosciences Inc.,Healthcare,Biotechnology,255485520
LFMD,"LifeMD, Inc.",Healthcare,Health Information Services,254572928
LNKB,"LINKBANCORP, Inc.",Financial Services,Banks - Regional,254122128
IMMR,Immersion Corporation,Technology,Software - Application,253663808
BLDE,"Blade Air Mobility, Inc.",Industrials,Airports & Air Services,253426928
HLXB,Helix Acquisition Corp. II,Financial Services,Shell Companies,252721744
UROY,Uranium Royalty Corp.,Energy,Uranium,251235680
PLBC,Plumas Bancorp,Financial Services,Banks - Regional,250818480
SKGRU,SK Growth Opportunities Corporation,Financial Services,Shell Companies,N/A
NGNE,Neurogene Inc.,Healthcare,Biotechnology,250598800
FRST,Primis Financial Corp.,Financial Services,Banks - Regional,249946496
IONR,ioneer Ltd,Basic Materials,Other Industrial Metals & Mining,248523376
XOMA,XOMA Royalty Corporation,Healthcare,Biotechnology,244255360
IVA,Inventiva S.A.,Healthcare,Biotechnology,280569952
JMSB,"John Marshall Bancorp, Inc.",Financial Services,Banks - Regional,248146592
CKPT,"Checkpoint Therapeutics, Inc.",Healthcare,Biotechnology,220492592
TCBIO,"Texas Capital Bancshares, Inc.",Financial Services,Banks - Regional,N/A
DYNX,Dynamix Corporation,Financial Services,Shell Companies,164091008
IRWD,"Ironwood Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,246443120
LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",244457136
CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,243934448
INSE,"Inspired Entertainment, Inc.",Consumer Cyclical,Gambling,243723008
NIU,Niu Technologies,Consumer Cyclical,Auto Manufacturers,272370720
NATR,"Nature's Sunshine Products, Inc.",Consumer Defensive,Packaged Foods,243058016
FDBC,"Fidelity D & D Bancorp, Inc.",Financial Services,Banks - Regional,242927936
LFCR,"Lifecore Biomedical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,242515728
AVR,Anteris Technologies Global Corp.,Healthcare,Medical Instruments & Supplies,241515456
MAMA,"Mama's Creations, Inc.",Consumer Defensive,Packaged Foods,242059632
CDXS,"Codexis, Inc.",Healthcare,Biotechnology,241884912
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,241757040
OZKAP,Bank OZK,Financial Services,Banks - Regional,N/A
ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,240941184
RGC,Regencell Bioscience Holdings Limited,Healthcare,Drug Manufacturers - Specialty & Generic,240738656
PRLHU,Pearl Holdings Acquisition Corp,Financial Services,Shell Companies,N/A
AGNCM,AGNC Investment Corp.,Real Estate,REIT - Mortgage,9054457856
GSRTU,GSR III Acquisition Corp.,Financial Services,Shell Companies,N/A
RCEL,"AVITA Medical, Inc.",Healthcare,Medical Devices,238008224
ZSPC,"zSpace, Inc.",Technology,Computer Hardware,237862256
CFFI,C&F Financial Corporation,Financial Services,Banks - Regional,237806464
ILPT,Industrial Logistics Properties Trust,Real Estate,REIT - Industrial,237458032
TSBK,"Timberland Bancorp, Inc.",Financial Services,Banks - Regional,237231520
AZ,A2Z Cust2Mate Solutions Corp.,Technology,Software - Application,236859600
FERAU,Fifth Era Acquisition Corp I Units,Financial Services,Shell Companies,N/A
INBK,First Internet Bancorp,Financial Services,Banks - Regional,236647536
WHF,"WhiteHorse Finance, Inc.",Financial Services,Asset Management,236149888
HONDU,HCM II Acquisition Corp.,Financial Services,Shell Companies,256500000
ALMS,Alumis Inc.,Healthcare,Biotechnology,235583600
IHRT,"iHeartMedia, Inc.",Communication Services,Broadcasting,233680000
RITR,Reitar Logtech Holdings Limited,Industrials,Engineering & Construction,235413120
KRRO,"Korro Bio, Inc.",Healthcare,Biotechnology,234768592
BWFG,"Bankwell Financial Group, Inc.",Financial Services,Banks - Regional,234214528
FINW,FinWise Bancorp,Financial Services,Banks - Regional,233977424
LPBBU,Launch Two Acquisition Corp.,Financial Services,Shell Companies,203200000
EWCZ,"European Wax Center, Inc.",Consumer Defensive,Household & Personal Products,233562224
KOPN,Kopin Corporation,Technology,Electronic Components,225336304
NWFL,Norwood Financial Corp.,Financial Services,Banks - Regional,232471856
CHMG,Chemung Financial Corporation,Financial Services,Banks - Regional,232824800
DRDBU,Roman DBDR Acquisition Corp. II,Financial Services,Shell Companies,269067008
MBINL,Merchants Bancorp,Financial Services,Banks - Regional,N/A
ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology,231045552
AFRI,Forafric Global PLC,Consumer Defensive,Farm Products,230085968
EHTH,"eHealth, Inc.",Financial Services,Insurance Brokers,229959168
PRME,"Prime Medicine, Inc.",Healthcare,Biotechnology,229531744
ALLT,Allot Ltd.,Technology,Software - Infrastructure,229056624
WILC,G. Willi-Food International Ltd.,Consumer Defensive,Food Distribution,228736176
ANIK,"Anika Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,235940624
ICG,Intchains Group Limited,Technology,Semiconductors,228043696
SAMG,Silvercrest Asset Management Group Inc.,Financial Services,Asset Management,159484000
RGP,"Resources Connection, Inc.",Industrials,Consulting Services,227335856
MPAA,"Motorcar Parts of America, Inc.",Consumer Cyclical,Auto Parts,227170928
SGMO,"Sangamo Therapeutics, Inc.",Healthcare,Biotechnology,210733472
FITBO,Fifth Third Bancorp,Financial Services,Banks - Regional,N/A
CRNT,Ceragon Networks Ltd.,Technology,Communication Equipment,224980688
MVBF,MVB Financial Corp.,Financial Services,Banks - Regional,224920672
FBLA,"FB Bancorp, Inc.",Financial Services,Banks - Regional,223766992
PNFPP,"Pinnacle Financial Partners, Inc.",Financial Services,Banks - Regional,N/A
SSP,The E.W. Scripps Company,Communication Services,Broadcasting,223688576
NVCT,"Nuvectis Pharma, Inc.",Healthcare,Biotechnology,221985328
ACIU,AC Immune SA,Healthcare,Biotechnology,221906096
ALCO,"Alico, Inc.",Consumer Defensive,Farm Products,221568512
PKBK,"Parke Bancorp, Inc.",Financial Services,Banks - Regional,220272368
FSTR,L.B. Foster Company,Industrials,Railroads,219460560
BTMD,biote Corp.,Healthcare,Medical Care Facilities,210998400
ZYBT,Zhengye Biotechnology Holding Limited,Healthcare,Drug Manufacturers - Specialty & Generic,219422192
CGC,Canopy Growth Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,213308592
FUND,"Sprott Focus Trust, Inc.",Financial Services,Asset Management,218833408
KVACU,Keen Vision Acquisition Corporation,Financial Services,Shell Companies,N/A
ELDN,"Eledon Pharmaceuticals, Inc.",Healthcare,Biotechnology,216853664
PWOD,"Penns Woods Bancorp, Inc.",Financial Services,Banks - Regional,215444496
YMAB,"Y-mAbs Therapeutics, Inc.",Healthcare,Biotechnology,215238640
BHFAM,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life,N/A
VYGR,"Voyager Therapeutics, Inc.",Healthcare,Biotechnology,214754848
TDAC,Translational Development Acquisition Corp. Ordinary Shares,Financial Services,Shell Companies,220170384
LFVN,LifeVantage Corporation,Consumer Defensive,Packaged Foods,213874160
SOPH,SOPHiA GENETICS SA,Healthcare,Health Information Services,213859520
LAZR,"Luminar Technologies, Inc.",Consumer Cyclical,Auto Parts,213760960
RGCO,"RGC Resources, Inc.",Utilities,Utilities - Regulated Gas,212015232
RZLT,"Rezolute, Inc.",Healthcare,Biotechnology,211873904
TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,210810608
TSSI,"TSS, Inc.",Technology,Information Technology Services,210569200
MBCN,Middlefield Banc Corp.,Financial Services,Banks - Regional,210517856
SLDP,"Solid Power, Inc.",Consumer Cyclical,Auto Parts,209290800
BLFY,Blue Foundry Bancorp,Financial Services,Banks - Regional,209234960
OPRT,Oportun Financial Corporation,Financial Services,Credit Services,209217600
LCNB,LCNB Corp.,Financial Services,Banks - Regional,209113664
MNPR,Monopar Therapeutics Inc.,Healthcare,Biotechnology,208889600
FFNW,"First Financial Northwest, Inc.",Financial Services,Banks - Regional,208598224
BPRN,"Princeton Bancorp, Inc.",Financial Services,Banks - Regional,207178304
PHH,"Park Ha Biological Technology Co., Ltd.",Consumer Defensive,Household & Personal Products,208094016
HPAI,Helport AI Limited,Technology,Software - Infrastructure,208089616
GASS,StealthGas Inc.,Industrials,Marine Shipping,207956320
NAMI,Jinxin Technology Holding Company,Communication Services,Internet Content & Information,204419504
AARD,"Aardvark Therapeutics, Inc. Common Stock",Healthcare,Biotechnology,198019552
MDWD,MediWound Ltd.,Healthcare,Biotechnology,205981104
HTCO,High-Trend International Group,Industrials,Marine Shipping,205598000
ESCA,"Escalade, Incorporated",Consumer Cyclical,Leisure,205078496
LANDP,Gladstone Land Corporation,Real Estate,REIT - Specialty,N/A
PROF,Profound Medical Corp.,Healthcare,Medical Devices,204571040
BZUN,Baozun Inc.,Consumer Cyclical,Internet Retail,188925216
MFIN,Medallion Financial Corp.,Financial Services,Credit Services,204008624
INMB,"INmune Bio, Inc.",Healthcare,Biotechnology,174049168
FLXS,"Flexsteel Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",203397680
OVLY,Oak Valley Bancorp,Financial Services,Banks - Regional,203247344
TVGN,Tevogen Bio Holdings Inc.,Healthcare,Biotechnology,203059168
PVBC,"Provident Bancorp, Inc.",Financial Services,Banks - Regional,202788896
DENN,Denny's Corporation,Consumer Cyclical,Restaurants,202315520
INBX,"Inhibrx Biosciences, Inc.",Healthcare,Biotechnology,201794032
ARQ,"Arq, Inc.",Industrials,Pollution & Treatment Controls,201668656
FXNC,First National Corporation,Financial Services,Banks - Regional,201558272
SSTI,"SoundThinking, Inc.",Technology,Software - Application,200383168
KINS,"Kingstone Companies, Inc.",Financial Services,Insurance - Property & Casualty,190917088
HWBK,"Hawthorn Bancshares, Inc.",Financial Services,Banks - Regional,199890064
WAFDP,"WaFd, Inc.",Financial Services,Banks - Regional,N/A
INGN,"Inogen, Inc.",Healthcare,Medical Devices,198971248
FITBP,Fifth Third Bancorp,Financial Services,Banks - Regional,N/A
TLS,Telos Corporation,Technology,Software - Infrastructure,198792736
GENK,"GEN Restaurant Group, Inc.",Consumer Cyclical,Restaurants,198492416
ISRLU,Israel Acquisitions Corp,Financial Services,Shell Companies,N/A
LOGC,ContextLogic Inc.,Consumer Cyclical,Internet Retail,198272976
FUNC,First United Corporation,Financial Services,Banks - Regional,196786144
HITI,High Tide Inc.,Healthcare,Pharmaceutical Retailers,196584320
UTMD,"Utah Medical Products, Inc.",Healthcare,Medical Instruments & Supplies,193205824
NTCL,NetClass Technology Inc,Technology,Software - Application,195951696
UHG,"United Homes Group, Inc.",Consumer Cyclical,Residential Construction,193902768
SWKH,SWK Holdings Corporation,Financial Services,Asset Management,193896224
BSII,Black Spade Acquisition II Co,Financial Services,Shell Companies,193736256
FORR,"Forrester Research, Inc.",Industrials,Consulting Services,193606192
FDMT,"4D Molecular Therapeutics, Inc.",Healthcare,Biotechnology,193544032
RDCM,RADCOM Ltd.,Communication Services,Telecom Services,192965072
LTBR,Lightbridge Corporation,Industrials,Electrical Equipment & Parts,192786480
NMRA,"Neumora Therapeutics, Inc.",Healthcare,Biotechnology,192755024
ESSA,"ESSA Bancorp, Inc.",Financial Services,Banks - Regional,192533104
ARAY,Accuray Incorporated,Healthcare,Medical Devices,192293968
BWAY,BrainsWay Ltd.,Healthcare,Medical Devices,192226736
BSIIU,Black Spade Acquisition II Co,Financial Services,Shell Companies,173190000
ESEA,Euroseas Ltd.,Industrials,Marine Shipping,237008784
VABK,Virginia National Bankshares Corporation,Financial Services,Banks - Regional,191741488
SEVN,Seven Hills Realty Trust,Real Estate,REIT - Mortgage,190308768
HQI,"HireQuest, Inc.",Industrials,Staffing & Employment Services,189097440
LAKE,"Lakeland Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,189307104
CRGX,"CARGO Therapeutics, Inc.",Healthcare,Biotechnology,189275376
MAPS,"WM Technology, Inc.",Technology,Software - Application,215488624
WNEB,"Western New England Bancorp, Inc.",Financial Services,Banks - Regional,187773936
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail,187613840
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,187600832
DRTS,Alpha Tau Medical Ltd.,Healthcare,Biotechnology,187212400
MYFW,"First Western Financial, Inc.",Financial Services,Banks - Regional,185839632
OPBK,OP Bancorp,Financial Services,Banks - Regional,185396960
MKTW,"MarketWise, Inc.",Financial Services,Financial Data & Stock Exchanges,23226380
STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,185330000
FVCB,"FVCBankcorp, Inc.",Financial Services,Banks - Regional,184593632
SLN,Silence Therapeutics plc,Healthcare,Biotechnology,209875392
FCNCO,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,N/A
TCX,Tucows Inc.,Technology,Software - Infrastructure,183873440
LNSR,"LENSAR, Inc.",Healthcare,Medical Devices,183680416
SGC,"Superior Group of Companies, Inc.",Consumer Cyclical,Apparel Manufacturing,183230912
JRVR,"James River Group Holdings, Ltd.",Financial Services,Insurance - Specialty,183033648
CTNM,"Contineum Therapeutics, Inc.",Healthcare,Biotechnology,182653488
RELL,"Richardson Electronics, Ltd.",Technology,Electronic Components,182268784
ISPR,Ispire Technology Inc.,Consumer Defensive,Tobacco,182120288
NYMTM,"New York Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,N/A
KOD,Kodiak Sciences Inc.,Healthcare,Biotechnology,181552112
VUZI,Vuzix Corporation,Technology,Consumer Electronics,181456928
GNFT,Genfit S.A.,Healthcare,Biotechnology,181659664
WGRX,"Wellgistics Health, Inc. Common Stock",Healthcare,Pharmaceutical Retailers,181285952
CPSS,"Consumer Portfolio Services, Inc.",Financial Services,Credit Services,181195040
AENT,Alliance Entertainment Holding Corporation,Communication Services,Entertainment,180827760
GAUZ,Gauzy Ltd.,Technology,Electronic Components,180838096
OXSQ,Oxford Square Capital Corp.,Financial Services,Asset Management,180754816
SPKLU,Spark I Acquisition Corporation,Financial Services,Shell Companies,N/A
LBRDP,Liberty Broadband Corporation,Communication Services,Telecom Services,N/A
PRQR,ProQR Therapeutics N.V.,Healthcare,Biotechnology,178862112
NVX,NOVONIX Limited,Industrials,Electrical Equipment & Parts,176498880
SPKL,Spark I Acquisition Corporation,Financial Services,Shell Companies,176044912
BETR,Better Home & Finance Holding Company,Financial Services,Mortgage Finance,176199152
CRML,Critical Metals Corp.,Basic Materials,Other Industrial Metals & Mining,175944848
SKGR,SK Growth Opportunities Corporation,Financial Services,Shell Companies,175633280
EFSI,"Eagle Financial Services, Inc.",Financial Services,Banks - Regional,175470816
VGAS,"Verde Clean Fuels, Inc.",Utilities,Utilities - Renewable,175079936
TDACU,Translational Development Acquisition Corp.,Financial Services,Shell Companies,N/A
MSSAU,Metal Sky Star Acquisition Corporation,Financial Services,Shell Companies,N/A
FSFG,"First Savings Financial Group, Inc.",Financial Services,Banks - Regional,174662032
FENC,Fennec Pharmaceuticals Inc.,Healthcare,Biotechnology,180038480
SMID,Smith-Midland Corporation,Basic Materials,Building Materials,175211264
AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,173830016
NKSH,"National Bankshares, Inc.",Financial Services,Banks - Regional,172765488
FCCO,First Community Corporation,Financial Services,Banks - Regional,171387904
